ID,Titulo,Empresa,Area,Nivel,Cidade,Estado,Modalidade,Tipo_Contrato,Salario_Min,Salario_Max,Experiencia_Min_Anos,Requisitos,Beneficios,Descricao,Data_Publicacao,Vagas_Disponiveis,Link_Inscricao
292,Administrador de Banco de Dados Pleno,InfoTrust Soluções,Banco de Dados,Pleno,Recife,PE,Remoto,Trainee,5253,9618,8,"Feedback construtivo, MySQL, Ética de trabalho, Empatia, Comunicação, PostgreSQL, JavaScript, Jenkins","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Quas earum error voluptatibus minima minus. Dignissimos atque blanditiis molestiae asperiores esse ipsum. Quam vero nesciunt.
Optio similique iusto quae consectetur ex. Rerum ratione explicabo blanditiis. Pariatur et culpa debitis harum dignissimos voluptatem doloribus.
Exercitationem eius ipsum consequatur at. Eveniet in facilis modi consectetur. Ut excepturi est quas.
Nostrum enim necessitatibus illo.",12/08/2023,4,https://carreiras.infotrustsoluções.com.br/vaga/292
293,Engenheiro de IoT Especialista,PearlSystems,IoT,Especialista,São Paulo,SP,Híbrido,CLT,15384,16697,4,"Negociação, Resolução de problemas, Vue.js, Empatia, Arduino, Raspberry Pi, Tableau, Kubernetes, Sistemas Embarcados, Cybersecurity, Rust","Vale-Refeição, Vale-Transporte, Plano de Saúde","Commodi placeat commodi asperiores quod quaerat. Dignissimos sunt pariatur itaque possimus expedita. Architecto alias molestias earum cupiditate saepe.
Accusamus ab accusamus suscipit repudiandae. Similique eligendi ullam tenetur cupiditate rerum ex. Corporis quia dolorum quo ipsum.
Repellat repudiandae dolor ad. Quod dicta incidunt ea. Laudantium eius voluptatem porro et porro a.",19/05/2024,1,https://carreiras.pearlsystems.com.br/vaga/293
294,Desenvolvedor Mobile Júnior,CyberSystems,Desenvolvimento Mobile,Júnior,São Luís,MA,Presencial,Temporário,11397,13318,0,"Android Studio, Flutter, Angular, AWS, React Native, Kotlin, Pensamento crítico, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Doloremque quaerat eum necessitatibus quisquam occaecati. Modi nisi placeat. Sint porro soluta aperiam.
Maxime ipsam aperiam quos a sint. Beatae dolores repudiandae pariatur nostrum. Maiores magnam unde quaerat iusto quod quisquam.
Itaque dolore ab magni iure incidunt. Praesentium cumque nam sed a.
Vero odio suscipit. Laboriosam reiciendis veniam corporis ex perferendis tempore itaque. Incidunt placeat quidem culpa.
Distinctio quos non.",17/03/2024,3,https://carreiras.cybersystems.com.br/vaga/294
295,Help Desk Júnior,CloudMind Tech,Suporte Técnico,Júnior,Duque de Caxias,RJ,Remoto,Trainee,16112,17315,0,"Azure, Linux, Go, Empatia, Gerenciamento de conflitos, Suporte ao Usuário, Windows, Resolução de problemas","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Modi rem sint eos quas voluptates. Doloribus fugit molestiae maiores praesentium illo.
Nostrum possimus impedit temporibus sint. Atque unde accusamus praesentium.
Laborum atque nulla aut nulla cum. Architecto explicabo debitis porro aperiam.
Saepe iusto fugit occaecati expedita occaecati non. Tenetur consequuntur aperiam nemo minima rem consequuntur. Voluptatibus odio recusandae laudantium.",24/07/2023,2,https://carreiras.cloudmindtech.com.br/vaga/295
296,Desenvolvedor Blockchain Gerente,SilverStream S.A.,Blockchain,Gerente,Florianópolis,SC,Presencial,CLT,18477,23484,4,"Java, Ethereum, AWS, Gerenciamento de conflitos, C#, Inteligência emocional, Oracle, Smart Contracts, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Veritatis alias ullam id quisquam expedita ad saepe. Sequi quasi illo eaque pariatur ullam nesciunt. Modi non facilis commodi ullam quibusdam. Nam repellat deleniti modi hic ex corrupti.
Repellendus unde ad voluptates nesciunt dolorum quidem aliquid. Ex quasi rem nesciunt.
Quas optio sunt id cupiditate perspiciatis. Unde voluptas quo.
Saepe unde voluptates tenetur assumenda minus. Beatae nam accusamus possimus. Voluptas ab illum nihil praesentium voluptatem quod.",08/05/2024,5,https://carreiras.silverstreamsa.com.br/vaga/296
297,Analista de Redes Gerente,TechSolutions,Administração de Redes,Gerente,Natal,RN,Remoto,Trainee,10874,15715,9,"TCP/IP, Feedback construtivo, Vue.js, Gerenciamento de conflitos, Organização, Roteadores, JavaScript, TensorFlow, CI/CD, Cybersecurity","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Recusandae nulla a sint maiores adipisci ipsum. Nisi ipsam cumque alias nulla iure.
Beatae dolores dolores. Quidem corrupti eaque ipsam vitae.
Repudiandae magni odit voluptate quisquam. Blanditiis tempora ex incidunt sit minima dignissimos.
Ex delectus aut itaque accusantium laboriosam cumque. Distinctio voluptate maiores architecto architecto iure. Id excepturi adipisci magnam assumenda sequi.
Voluptas dignissimos iure placeat nisi. Impedit magnam quas eos assumenda porro.",18/06/2024,3,https://carreiras.techsolutions.com.br/vaga/297
298,Analista de Testes Especialista,NeoSystems,QA e Testes,Especialista,Curitiba,PR,Híbrido,Estágio,4615,14184,1,"JUnit, Python, Tomada de decisão, Empatia, C#, Testes Unitários, Tableau, Persuasão, React, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eaque voluptas incidunt eius alias asperiores. Quam numquam accusantium.
Quidem accusamus officiis accusamus molestias. Unde voluptates expedita placeat nisi minima quia. Cupiditate voluptatem ab suscipit corrupti quo eaque similique. Illo commodi in quam.
Magnam eligendi aspernatur dolore quo. Eos laudantium officiis amet iusto dolorem consectetur. Nulla atque ut hic sequi. Nostrum officiis enim ex.",18/03/2023,5,https://carreiras.neosystems.com.br/vaga/298
299,Desenvolvedor de Banco de Dados Especialista,HyperIT,Banco de Dados,Especialista,Duque de Caxias,RJ,Remoto,Temporário,12736,22630,4,"Angular, Networking, Ruby, Inteligência emocional, PostgreSQL, Oracle, MongoDB, React, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Dolores alias autem dolorem laudantium deleniti at perferendis. Optio commodi quae aperiam. Perferendis voluptates rem magni est nisi fugit fuga.
Iusto aperiam eos exercitationem. Delectus quos perspiciatis autem aperiam modi. Dolorum totam porro doloribus sint ex.
Neque dicta doloremque voluptatum. Eos qui dolor tenetur soluta.
Hic quis voluptates sit dolorum eius. Ullam commodi accusamus. Nobis tempore rem harum officiis est.",21/02/2024,3,https://carreiras.hyperit.com.br/vaga/299
300,Arquiteto de Software Júnior,InnoData Ltda.,Arquitetura de Software,Júnior,Curitiba,PR,Presencial,Estágio,12633,19470,0,"UML, Angular, API Design, Gestão de tempo, Design Patterns, Inteligência emocional, PostgreSQL, Microserviços, Adaptabilidade, Liderança, SOA","Vale-Refeição, Vale-Transporte, Plano de Saúde","Dolorem est sunt facere. Fugit sapiente inventore facere doloremque.
Quia repudiandae eum. Consequatur dignissimos odit ex.
Iste beatae autem veritatis consectetur. Unde cumque corrupti labore. Vel sapiente fugit.
Temporibus dolores et consequuntur vel. Vel praesentium recusandae fuga molestias corrupti earum. Amet voluptatem cupiditate excepturi eos.
Architecto molestias ea. Fugit ipsa molestiae dolorum consequuntur.",01/12/2023,2,https://carreiras.innodataltda.com.br/vaga/300
301,Cientista de Dados Especialista,NextCloud Inc.,Ciência de Dados,Especialista,Fortaleza,CE,Híbrido,Trainee,20000,24067,10,"Azure, Python, R, .NET, Gestão de tempo, PHP, Pandas, Docker, TensorFlow, Jenkins, Persuasão, Resiliência","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eveniet beatae delectus asperiores ipsum impedit.
Repellendus quibusdam animi cum.
Tempora aspernatur iusto repellendus nisi ipsa tempore beatae. Laborum aperiam ducimus quasi.
Quisquam voluptates tenetur eligendi iure assumenda velit. Illum maxime magni dolore totam sit ad.
Doloremque voluptatum soluta labore. Quam esse praesentium sit nulla.
Libero magni voluptatem dolorem fugit tenetur inventore. Natus delectus corrupti necessitatibus.",15/05/2024,2,https://carreiras.nextcloudinc.com.br/vaga/301
302,Desenvolvedor Full-Stack Diretor,SapphireCode Tecnologia,Desenvolvimento Full-Stack,Diretor,Belém,PA,Presencial,CLT,12580,15155,3,"Power BI, Criatividade, TypeScript, Comunicação, Organização, JavaScript, SQL, CI/CD, REST API, React, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","Magnam eos autem cum veritatis saepe. Doloremque tempora voluptate. Eum voluptates dicta velit esse sed nam officia.
Sunt sapiente dignissimos id eos. Maxime ducimus illo debitis repudiandae possimus. Voluptatum aliquam fugiat in placeat.
Nemo praesentium fugit. Quidem sed maxime ut laboriosam. Rem eum saepe vel quibusdam quaerat cum.
Illum error blanditiis porro mollitia voluptate doloremque alias. Sapiente est hic excepturi. A ipsam labore autem omnis corporis.",16/04/2024,5,https://carreiras.sapphirecodetecnologia.com.br/vaga/302
303,UX Designer Especialista,SmartTechnologies,UX/UI Design,Especialista,São Gonçalo,RJ,Remoto,Temporário,15411,19796,8,"Java, Sketch, Negociação, AWS, Mentalidade de crescimento, Adobe XD, Kotlin, Prototipagem, Oracle, Persuasão, React","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Provident repellendus ipsum. Doloribus qui possimus ab eius fuga. Sit ad accusantium perspiciatis animi earum libero.
In delectus dolorem consectetur totam nostrum nisi. Praesentium illo eius enim.
Deleniti quae nihil. Facilis aperiam vero voluptatibus deserunt.
Cupiditate suscipit quia illo laborum autem rem.
Doloremque fugit distinctio incidunt. Fugiat perferendis voluptatem similique vitae occaecati quisquam.",09/11/2024,2,https://carreiras.smarttechnologies.com.br/vaga/303
304,UX Designer Diretor,FusionSystems,UX/UI Design,Diretor,Guarulhos,SP,Híbrido,Trainee,18452,26501,1,"C++, Spring, Sketch, Gestão de tempo, Adobe XD, Spark, PostgreSQL, Redis, Usabilidade, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Quae odit cupiditate provident. Voluptas tenetur nam iste. Nesciunt eaque ab rerum ea eveniet earum.
Iste hic tenetur veritatis. Nihil repudiandae architecto laboriosam quo soluta officia. Eveniet explicabo ipsum ea aspernatur.
Culpa dolorem eum mollitia ea ullam odit. Esse accusantium officia similique reiciendis. Quidem et unde illum.
Exercitationem a illum libero unde. Ratione maxime delectus nisi sed consequuntur. Beatae exercitationem minima deserunt ullam sequi.",08/05/2024,4,https://carreiras.fusionsystems.com.br/vaga/304
305,Especialista em Qualidade Júnior,CrystalNet S.A.,QA e Testes,Júnior,Manaus,AM,Presencial,CLT,10679,11952,0,"Java, Negociação, Ética de trabalho, Testes de Integração, Testes Unitários, Kubernetes","Vale-Refeição, Vale-Transporte, Plano de Saúde","Animi voluptate totam odio. Impedit aut numquam similique eum deleniti hic modi.
Debitis voluptate assumenda illo. Sapiente aliquam numquam. Dolore atque quidem earum.
Consequuntur maxime eius possimus dicta et. Pariatur voluptatem unde exercitationem eius aut nulla. Recusandae accusantium facilis minima. Sequi beatae eligendi laborum laboriosam vitae autem.
Molestiae provident libero libero laboriosam illum. Officiis laudantium vitae praesentium unde in molestias atque.",24/08/2024,2,https://carreiras.crystalnetsa.com.br/vaga/305
306,Especialista em Blockchain Sênior,PrimeTech,Blockchain,Sênior,São Paulo,SP,Presencial,Trainee,6087,15008,7,"Go, Network Security, Solidity, Comunicação, Inteligência emocional, Smart Contracts","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Debitis adipisci doloremque fugiat. Odio tempora rem debitis vel repellat dolorem inventore.
Suscipit odit provident fugiat unde. Doloribus voluptas neque architecto.
In nisi ipsa nam quidem tenetur. Voluptatibus dolor rem odit expedita aspernatur soluta. Asperiores eaque atque porro.
Voluptatem itaque amet et. Doloribus quaerat enim corrupti commodi voluptatum.",20/07/2023,1,https://carreiras.primetech.com.br/vaga/306
307,Engenheiro de Cloud Gerente,EcoSystems,Cloud Computing,Gerente,Salvador,BA,Remoto,PJ,4110,12483,6,"Azure, Mentalidade de crescimento, AWS, Feedback construtivo, Windows Server, SaaS, Comunicação, Trabalho em equipe, Hadoop, Serverless, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","At quasi praesentium minima officia distinctio. Cum aperiam asperiores dolore magni amet explicabo laboriosam.
Facere rerum iste repellat. Ipsam velit veritatis reiciendis exercitationem facere amet.
Voluptate consequatur voluptatibus quisquam. Voluptate hic tempora porro dolore necessitatibus. Fuga harum facilis officiis sed.
Nulla possimus deleniti quod dignissimos rerum. Sint et repudiandae porro reiciendis. Molestias in omnis repellat deserunt. Dignissimos placeat pariatur delectus nostrum.",27/06/2024,5,https://carreiras.ecosystems.com.br/vaga/307
308,Desenvolvedor Front-end Gerente,HyperIT,Desenvolvimento Web,Gerente,Teresina,PI,Presencial,Temporário,4343,12287,5,"Go, Node.js, Mentalidade de crescimento, PHP, Kotlin, Docker, Trabalho em equipe, JavaScript, Adaptabilidade, HTML","Vale-Refeição, Vale-Transporte, Plano de Saúde","Voluptates nobis eaque occaecati sint quos sunt. Maxime voluptate ullam explicabo.
Ratione voluptates cumque ullam eaque. Facere ab laborum deleniti reprehenderit alias. Necessitatibus sequi enim.
Esse minus veritatis fugiat impedit facere. Id aliquam suscipit nesciunt iure ullam distinctio.
Impedit suscipit ad.
Exercitationem tempore non. Commodi repellat tempora sunt.
Praesentium quisquam nesciunt praesentium hic eveniet. Quae quaerat debitis.",19/11/2023,5,https://carreiras.hyperit.com.br/vaga/308
309,UX Designer Pleno,SystemGo Tecnologia,UX/UI Design,Pleno,Salvador,BA,Híbrido,PJ,18380,19504,2,"C++, Networking, Node.js, Sketch, Swift, Inteligência emocional, PostgreSQL, Prototipagem, Usabilidade, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nisi rerum occaecati possimus sit maiores quis architecto.
Dolore quibusdam exercitationem deleniti tempore. Aliquid expedita corrupti. Aliquid reprehenderit quia laboriosam beatae eius consequuntur.
Doloribus suscipit accusamus ex ducimus ad nostrum. Quis corporis fugit ipsam. Labore ut dolorum mollitia doloremque eligendi.
Labore accusantium impedit eos eaque tempore perferendis. Eos voluptatum id praesentium laudantium fugit voluptatibus sunt. Tempore cumque autem nostrum rem alias quasi.",15/03/2023,1,https://carreiras.systemgotecnologia.com.br/vaga/309
310,Analista de Dados Pleno,InfoTrust S.A.,Ciência de Dados,Pleno,Belém,PA,Remoto,CLT,3280,4741,7,"R, Networking, Negociação, NumPy, Pandas, Organização, Tableau, Pensamento crítico, TensorFlow, MongoDB, Hadoop, Estatística","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Laborum inventore consequuntur repudiandae vitae cum. Cupiditate sequi doloribus reprehenderit aperiam sit aspernatur.
Voluptatibus quis quasi accusantium voluptatibus cupiditate ipsa. At quos pariatur sapiente expedita.
Saepe cum laborum dolorem ab ipsum. Praesentium incidunt modi voluptas nisi modi.
Unde saepe explicabo sint ea ab repudiandae. Ipsum pariatur voluptate facere dignissimos. Earum voluptate consectetur provident itaque asperiores sit.
Provident sunt aliquid dolor.",18/03/2024,3,https://carreiras.infotrustsa.com.br/vaga/310
311,Especialista em Segurança da Informação Júnior,FutureDigital,Segurança da Informação,Júnior,Teresina,PI,Presencial,PJ,16101,24805,0,"Java, C++, Criptografia, DevOps, Mentalidade de crescimento, Segurança de Redes, Análise de Vulnerabilidades, Trabalho em equipe, JavaScript, Pentest, Git, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Temporibus assumenda alias ut at deleniti. Dolor sit similique maiores facilis occaecati.
Doloremque repudiandae voluptas quae laborum distinctio laudantium quibusdam. Molestiae ipsam mollitia deserunt. Minus porro repellat incidunt maiores soluta.
Deleniti ratione placeat voluptas dignissimos tempore sapiente. Reprehenderit aliquam vel qui totam. Quisquam expedita eligendi vitae ea voluptatibus distinctio.",15/06/2024,4,https://carreiras.futuredigital.com.br/vaga/311
312,Especialista em Inteligência Artificial Sênior,VisionSoft Tech,Inteligência Artificial,Sênior,Rio de Janeiro,RJ,Remoto,PJ,16728,25769,7,"Redes Neurais, NLP, Gestão de tempo, Tomada de decisão, Computer Vision, Kotlin, TensorFlow, Algoritmos de IA, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Perferendis commodi error accusantium.
Nostrum fuga mollitia eligendi. Inventore unde necessitatibus consectetur eveniet.
Numquam temporibus quam velit corporis.
Dolorem cupiditate tempora totam non. Et magnam aliquam alias. Pariatur quam error eaque voluptates amet delectus debitis.
Eligendi delectus consequuntur a quibusdam. Occaecati beatae ab at nulla reiciendis excepturi necessitatibus.
Sint reiciendis ab nostrum. Eum quas quidem vitae temporibus.",07/07/2023,2,https://carreiras.visionsofttech.com.br/vaga/312
